;Unnamed: 0;AanestysId;Ryhma;Jaa;Ei;Tyhjia;Poissa;Yhteensa;Tyyppi;IstuntoVPVuosi;IstuntoPvm;AanestysMitatoity;KohtaKasittelyVaihe;AanestysValtiopaivaasia
31292;712098;39173;Vasemmistoliiton eduskuntaryhmä;12;0;0;0;12;eduskuntaryhma;2017.0;2017-11-29 00:00:00;0.0;Toinen käsittely;HE 107/2017 vp
31293;712099;39173;Ruotsalainen eduskuntaryhmä;9;0;0;1;10;eduskuntaryhma;2017.0;2017-11-29 00:00:00;0.0;Toinen käsittely;HE 107/2017 vp
31294;712100;39173;Kristillisdemokraattinen eduskuntaryhmä;4;0;0;1;5;eduskuntaryhma;2017.0;2017-11-29 00:00:00;0.0;Toinen käsittely;HE 107/2017 vp
31295;712101;39173;Hallitusryhmät;96;0;0;9;105;hallitusoppositio;2017.0;2017-11-29 00:00:00;0.0;Toinen käsittely;HE 107/2017 vp
31296;712102;39173;Oppositioryhmät;37;32;16;9;94;hallitusoppositio;2017.0;2017-11-29 00:00:00;0.0;Toinen käsittely;HE 107/2017 vp
31308;712144;39175;Keskustan eduskuntaryhmä;44;0;0;5;49;eduskuntaryhma;2017.0;2017-11-29 00:00:00;0.0;Toinen käsittely;HE 107/2017 vp
31309;712145;39175;Kansallisen kokoomuksen eduskuntaryhmä;34;0;0;4;38;eduskuntaryhma;2017.0;2017-11-29 00:00:00;0.0;Toinen käsittely;HE 107/2017 vp
31310;712146;39175;Sosialidemokraattinen eduskuntaryhmä;32;0;0;3;35;eduskuntaryhma;2017.0;2017-11-29 00:00:00;0.0;Toinen käsittely;HE 107/2017 vp
31311;712147;39175;Sininen eduskuntaryhmä;18;0;0;0;18;eduskuntaryhma;2017.0;2017-11-29 00:00:00;0.0;Toinen käsittely;HE 107/2017 vp
31312;712148;39175;Perussuomalaisten eduskuntaryhmä;16;0;0;1;17;eduskuntaryhma;2017.0;2017-11-29 00:00:00;0.0;Toinen käsittely;HE 107/2017 vp
31313;712149;39175;Vihreä eduskuntaryhmä;12;0;0;3;15;eduskuntaryhma;2017.0;2017-11-29 00:00:00;0.0;Toinen käsittely;HE 107/2017 vp
31314;712150;39175;Vasemmistoliiton eduskuntaryhmä;0;12;0;0;12;eduskuntaryhma;2017.0;2017-11-29 00:00:00;0.0;Toinen käsittely;HE 107/2017 vp
31315;712151;39175;Ruotsalainen eduskuntaryhmä;9;0;0;1;10;eduskuntaryhma;2017.0;2017-11-29 00:00:00;0.0;Toinen käsittely;HE 107/2017 vp
31316;712152;39175;Kristillisdemokraattinen eduskuntaryhmä;4;0;0;1;5;eduskuntaryhma;2017.0;2017-11-29 00:00:00;0.0;Toinen käsittely;HE 107/2017 vp
31317;712153;39175;Hallitusryhmät;96;0;0;9;105;hallitusoppositio;2017.0;2017-11-29 00:00:00;0.0;Toinen käsittely;HE 107/2017 vp
31318;712154;39175;Oppositioryhmät;73;12;0;9;94;hallitusoppositio;2017.0;2017-11-29 00:00:00;0.0;Toinen käsittely;HE 107/2017 vp
31330;712196;39177;Keskustan eduskuntaryhmä;44;0;0;5;49;eduskuntaryhma;2017.0;2017-11-29 00:00:00;0.0;Toinen käsittely;HE 107/2017 vp
31331;712197;39177;Kansallisen kokoomuksen eduskuntaryhmä;34;0;0;4;38;eduskuntaryhma;2017.0;2017-11-29 00:00:00;0.0;Toinen käsittely;HE 107/2017 vp
31332;712198;39177;Sosialidemokraattinen eduskuntaryhmä;0;32;0;3;35;eduskuntaryhma;2017.0;2017-11-29 00:00:00;0.0;Toinen käsittely;HE 107/2017 vp
31333;712199;39177;Sininen eduskuntaryhmä;18;0;0;0;18;eduskuntaryhma;2017.0;2017-11-29 00:00:00;0.0;Toinen käsittely;HE 107/2017 vp
31334;712200;39177;Perussuomalaisten eduskuntaryhmä;0;16;0;1;17;eduskuntaryhma;2017.0;2017-11-29 00:00:00;0.0;Toinen käsittely;HE 107/2017 vp
31335;712201;39177;Vihreä eduskuntaryhmä;12;0;0;3;15;eduskuntaryhma;2017.0;2017-11-29 00:00:00;0.0;Toinen käsittely;HE 107/2017 vp
31336;712202;39177;Vasemmistoliiton eduskuntaryhmä;0;11;0;1;12;eduskuntaryhma;2017.0;2017-11-29 00:00:00;0.0;Toinen käsittely;HE 107/2017 vp
31337;712203;39177;Ruotsalainen eduskuntaryhmä;9;0;0;1;10;eduskuntaryhma;2017.0;2017-11-29 00:00:00;0.0;Toinen käsittely;HE 107/2017 vp
31338;712204;39177;Kristillisdemokraattinen eduskuntaryhmä;0;4;0;1;5;eduskuntaryhma;2017.0;2017-11-29 00:00:00;0.0;Toinen käsittely;HE 107/2017 vp
31339;712205;39177;Hallitusryhmät;96;0;0;9;105;hallitusoppositio;2017.0;2017-11-29 00:00:00;0.0;Toinen käsittely;HE 107/2017 vp
31340;712206;39177;Oppositioryhmät;21;63;0;10;94;hallitusoppositio;2017.0;2017-11-29 00:00:00;0.0;Toinen käsittely;HE 107/2017 vp
31352;712248;39179;Keskustan eduskuntaryhmä;44;0;0;5;49;eduskuntaryhma;2017.0;2017-11-29 00:00:00;0.0;Toinen käsittely;HE 107/2017 vp
31353;712249;39179;Kansallisen kokoomuksen eduskuntaryhmä;34;0;0;4;38;eduskuntaryhma;2017.0;2017-11-29 00:00:00;0.0;Toinen käsittely;HE 107/2017 vp
31354;712250;39179;Sosialidemokraattinen eduskuntaryhmä;0;32;0;3;35;eduskuntaryhma;2017.0;2017-11-29 00:00:00;0.0;Toinen käsittely;HE 107/2017 vp
31355;712251;39179;Sininen eduskuntaryhmä;18;0;0;0;18;eduskuntaryhma;2017.0;2017-11-29 00:00:00;0.0;Toinen käsittely;HE 107/2017 vp
31356;712252;39179;Perussuomalaisten eduskuntaryhmä;16;0;0;1;17;eduskuntaryhma;2017.0;2017-11-29 00:00:00;0.0;Toinen käsittely;HE 107/2017 vp
31357;712253;39179;Vihreä eduskuntaryhmä;12;0;0;3;15;eduskuntaryhma;2017.0;2017-11-29 00:00:00;0.0;Toinen käsittely;HE 107/2017 vp
31358;712254;39179;Vasemmistoliiton eduskuntaryhmä;0;12;0;0;12;eduskuntaryhma;2017.0;2017-11-29 00:00:00;0.0;Toinen käsittely;HE 107/2017 vp
31359;712255;39179;Ruotsalainen eduskuntaryhmä;9;0;0;1;10;eduskuntaryhma;2017.0;2017-11-29 00:00:00;0.0;Toinen käsittely;HE 107/2017 vp
31360;712256;39179;Kristillisdemokraattinen eduskuntaryhmä;0;4;0;1;5;eduskuntaryhma;2017.0;2017-11-29 00:00:00;0.0;Toinen käsittely;HE 107/2017 vp
31361;712257;39179;Hallitusryhmät;96;0;0;9;105;hallitusoppositio;2017.0;2017-11-29 00:00:00;0.0;Toinen käsittely;HE 107/2017 vp
31362;712258;39179;Oppositioryhmät;37;48;0;9;94;hallitusoppositio;2017.0;2017-11-29 00:00:00;0.0;Toinen käsittely;HE 107/2017 vp
31374;712300;39181;Keskustan eduskuntaryhmä;43;0;0;6;49;eduskuntaryhma;2017.0;2017-11-29 00:00:00;0.0;Toinen käsittely;HE 107/2017 vp
31375;712301;39181;Kansallisen kokoomuksen eduskuntaryhmä;34;0;0;4;38;eduskuntaryhma;2017.0;2017-11-29 00:00:00;0.0;Toinen käsittely;HE 107/2017 vp
31376;712302;39181;Sosialidemokraattinen eduskuntaryhmä;0;31;0;4;35;eduskuntaryhma;2017.0;2017-11-29 00:00:00;0.0;Toinen käsittely;HE 107/2017 vp
31377;712303;39181;Sininen eduskuntaryhmä;18;0;0;0;18;eduskuntaryhma;2017.0;2017-11-29 00:00:00;0.0;Toinen käsittely;HE 107/2017 vp
31378;712304;39181;Perussuomalaisten eduskuntaryhmä;0;16;0;1;17;eduskuntaryhma;2017.0;2017-11-29 00:00:00;0.0;Toinen käsittely;HE 107/2017 vp
31379;712305;39181;Vihreä eduskuntaryhmä;0;12;0;3;15;eduskuntaryhma;2017.0;2017-11-29 00:00:00;0.0;Toinen käsittely;HE 107/2017 vp
31380;712306;39181;Vasemmistoliiton eduskuntaryhmä;0;11;0;1;12;eduskuntaryhma;2017.0;2017-11-29 00:00:00;0.0;Toinen käsittely;HE 107/2017 vp
31381;712307;39181;Ruotsalainen eduskuntaryhmä;9;0;0;1;10;eduskuntaryhma;2017.0;2017-11-29 00:00:00;0.0;Toinen käsittely;HE 107/2017 vp
31382;712308;39181;Kristillisdemokraattinen eduskuntaryhmä;4;0;0;1;5;eduskuntaryhma;2017.0;2017-11-29 00:00:00;0.0;Toinen käsittely;HE 107/2017 vp
31383;712309;39181;Hallitusryhmät;95;0;0;10;105;hallitusoppositio;2017.0;2017-11-29 00:00:00;0.0;Toinen käsittely;HE 107/2017 vp
31384;712310;39181;Oppositioryhmät;13;70;0;11;94;hallitusoppositio;2017.0;2017-11-29 00:00:00;0.0;Toinen käsittely;HE 107/2017 vp
31396;712352;39183;Keskustan eduskuntaryhmä;44;0;0;5;49;eduskuntaryhma;2017.0;2017-11-29 00:00:00;0.0;Toinen käsittely;HE 107/2017 vp
31397;712353;39183;Kansallisen kokoomuksen eduskuntaryhmä;34;0;0;4;38;eduskuntaryhma;2017.0;2017-11-29 00:00:00;0.0;Toinen käsittely;HE 107/2017 vp
31398;712354;39183;Sosialidemokraattinen eduskuntaryhmä;33;0;0;2;35;eduskuntaryhma;2017.0;2017-11-29 00:00:00;0.0;Toinen käsittely;HE 107/2017 vp
31399;712355;39183;Sininen eduskuntaryhmä;18;0;0;0;18;eduskuntaryhma;2017.0;2017-11-29 00:00:00;0.0;Toinen käsittely;HE 107/2017 vp
31400;712356;39183;Perussuomalaisten eduskuntaryhmä;16;0;0;1;17;eduskuntaryhma;2017.0;2017-11-29 00:00:00;0.0;Toinen käsittely;HE 107/2017 vp
31401;712357;39183;Vihreä eduskuntaryhmä;12;0;0;3;15;eduskuntaryhma;2017.0;2017-11-29 00:00:00;0.0;Toinen käsittely;HE 107/2017 vp
31402;712358;39183;Vasemmistoliiton eduskuntaryhmä;0;12;0;0;12;eduskuntaryhma;2017.0;2017-11-29 00:00:00;0.0;Toinen käsittely;HE 107/2017 vp
31403;712359;39183;Ruotsalainen eduskuntaryhmä;9;0;0;1;10;eduskuntaryhma;2017.0;2017-11-29 00:00:00;0.0;Toinen käsittely;HE 107/2017 vp
31404;712360;39183;Kristillisdemokraattinen eduskuntaryhmä;4;0;0;1;5;eduskuntaryhma;2017.0;2017-11-29 00:00:00;0.0;Toinen käsittely;HE 107/2017 vp
31405;712361;39183;Hallitusryhmät;96;0;0;9;105;hallitusoppositio;2017.0;2017-11-29 00:00:00;0.0;Toinen käsittely;HE 107/2017 vp
31406;712362;39183;Oppositioryhmät;74;12;0;8;94;hallitusoppositio;2017.0;2017-11-29 00:00:00;0.0;Toinen käsittely;HE 107/2017 vp
31418;712404;39185;Keskustan eduskuntaryhmä;44;0;0;5;49;eduskuntaryhma;2017.0;2017-11-29 00:00:00;0.0;Toinen käsittely;HE 107/2017 vp
31419;712405;39185;Kansallisen kokoomuksen eduskuntaryhmä;35;0;0;3;38;eduskuntaryhma;2017.0;2017-11-29 00:00:00;0.0;Toinen käsittely;HE 107/2017 vp
31420;712406;39185;Sosialidemokraattinen eduskuntaryhmä;33;0;0;2;35;eduskuntaryhma;2017.0;2017-11-29 00:00:00;0.0;Toinen käsittely;HE 107/2017 vp
31421;712407;39185;Sininen eduskuntaryhmä;18;0;0;0;18;eduskuntaryhma;2017.0;2017-11-29 00:00:00;0.0;Toinen käsittely;HE 107/2017 vp
31422;712408;39185;Perussuomalaisten eduskuntaryhmä;16;0;0;1;17;eduskuntaryhma;2017.0;2017-11-29 00:00:00;0.0;Toinen käsittely;HE 107/2017 vp
31423;712409;39185;Vihreä eduskuntaryhmä;12;0;0;3;15;eduskuntaryhma;2017.0;2017-11-29 00:00:00;0.0;Toinen käsittely;HE 107/2017 vp
31424;712410;39185;Vasemmistoliiton eduskuntaryhmä;12;0;0;0;12;eduskuntaryhma;2017.0;2017-11-29 00:00:00;0.0;Toinen käsittely;HE 107/2017 vp
31425;712411;39185;Ruotsalainen eduskuntaryhmä;0;9;0;1;10;eduskuntaryhma;2017.0;2017-11-29 00:00:00;0.0;Toinen käsittely;HE 107/2017 vp
31426;712412;39185;Kristillisdemokraattinen eduskuntaryhmä;4;0;0;1;5;eduskuntaryhma;2017.0;2017-11-29 00:00:00;0.0;Toinen käsittely;HE 107/2017 vp
31427;712413;39185;Hallitusryhmät;97;0;0;8;105;hallitusoppositio;2017.0;2017-11-29 00:00:00;0.0;Toinen käsittely;HE 107/2017 vp
31428;712414;39185;Oppositioryhmät;77;9;0;8;94;hallitusoppositio;2017.0;2017-11-29 00:00:00;0.0;Toinen käsittely;HE 107/2017 vp
31440;712456;39187;Keskustan eduskuntaryhmä;44;0;0;5;49;eduskuntaryhma;2017.0;2017-11-29 00:00:00;0.0;Toinen käsittely;HE 107/2017 vp
31441;712457;39187;Kansallisen kokoomuksen eduskuntaryhmä;35;0;0;3;38;eduskuntaryhma;2017.0;2017-11-29 00:00:00;0.0;Toinen käsittely;HE 107/2017 vp
31442;712458;39187;Sosialidemokraattinen eduskuntaryhmä;32;0;0;3;35;eduskuntaryhma;2017.0;2017-11-29 00:00:00;0.0;Toinen käsittely;HE 107/2017 vp
31443;712459;39187;Sininen eduskuntaryhmä;18;0;0;0;18;eduskuntaryhma;2017.0;2017-11-29 00:00:00;0.0;Toinen käsittely;HE 107/2017 vp
31444;712460;39187;Perussuomalaisten eduskuntaryhmä;0;0;16;1;17;eduskuntaryhma;2017.0;2017-11-29 00:00:00;0.0;Toinen käsittely;HE 107/2017 vp
31445;712461;39187;Vihreä eduskuntaryhmä;12;0;0;3;15;eduskuntaryhma;2017.0;2017-11-29 00:00:00;0.0;Toinen käsittely;HE 107/2017 vp
31446;712462;39187;Vasemmistoliiton eduskuntaryhmä;12;0;0;0;12;eduskuntaryhma;2017.0;2017-11-29 00:00:00;0.0;Toinen käsittely;HE 107/2017 vp
31447;712463;39187;Ruotsalainen eduskuntaryhmä;7;2;0;1;10;eduskuntaryhma;2017.0;2017-11-29 00:00:00;0.0;Toinen käsittely;HE 107/2017 vp
31448;712464;39187;Kristillisdemokraattinen eduskuntaryhmä;0;4;0;1;5;eduskuntaryhma;2017.0;2017-11-29 00:00:00;0.0;Toinen käsittely;HE 107/2017 vp
31449;712465;39187;Hallitusryhmät;97;0;0;8;105;hallitusoppositio;2017.0;2017-11-29 00:00:00;0.0;Toinen käsittely;HE 107/2017 vp
31450;712466;39187;Oppositioryhmät;63;6;16;9;94;hallitusoppositio;2017.0;2017-11-29 00:00:00;0.0;Toinen käsittely;HE 107/2017 vp
31462;712508;39189;Keskustan eduskuntaryhmä;44;0;0;5;49;eduskuntaryhma;2017.0;2017-11-29 00:00:00;0.0;Toinen käsittely;HE 107/2017 vp
31463;712509;39189;Kansallisen kokoomuksen eduskuntaryhmä;35;0;0;3;38;eduskuntaryhma;2017.0;2017-11-29 00:00:00;0.0;Toinen käsittely;HE 107/2017 vp
31464;712510;39189;Sosialidemokraattinen eduskuntaryhmä;33;0;0;2;35;eduskuntaryhma;2017.0;2017-11-29 00:00:00;0.0;Toinen käsittely;HE 107/2017 vp
31465;712511;39189;Sininen eduskuntaryhmä;18;0;0;0;18;eduskuntaryhma;2017.0;2017-11-29 00:00:00;0.0;Toinen käsittely;HE 107/2017 vp
31466;712512;39189;Perussuomalaisten eduskuntaryhmä;0;16;0;1;17;eduskuntaryhma;2017.0;2017-11-29 00:00:00;0.0;Toinen käsittely;HE 107/2017 vp
31467;712513;39189;Vihreä eduskuntaryhmä;11;0;1;3;15;eduskuntaryhma;2017.0;2017-11-29 00:00:00;0.0;Toinen käsittely;HE 107/2017 vp
31468;712514;39189;Vasemmistoliiton eduskuntaryhmä;12;0;0;0;12;eduskuntaryhma;2017.0;2017-11-29 00:00:00;0.0;Toinen käsittely;HE 107/2017 vp
31469;712515;39189;Ruotsalainen eduskuntaryhmä;9;0;0;1;10;eduskuntaryhma;2017.0;2017-11-29 00:00:00;0.0;Toinen käsittely;HE 107/2017 vp
31470;712516;39189;Kristillisdemokraattinen eduskuntaryhmä;0;4;0;1;5;eduskuntaryhma;2017.0;2017-11-29 00:00:00;0.0;Toinen käsittely;HE 107/2017 vp
31471;712517;39189;Hallitusryhmät;97;0;0;8;105;hallitusoppositio;2017.0;2017-11-29 00:00:00;0.0;Toinen käsittely;HE 107/2017 vp
31472;712518;39189;Oppositioryhmät;65;20;1;8;94;hallitusoppositio;2017.0;2017-11-29 00:00:00;0.0;Toinen käsittely;HE 107/2017 vp
31484;712560;39191;Keskustan eduskuntaryhmä;43;0;0;6;49;eduskuntaryhma;2017.0;2017-11-29 00:00:00;0.0;Toinen käsittely;HE 136/2017 vp
31485;712561;39191;Kansallisen kokoomuksen eduskuntaryhmä;34;0;0;4;38;eduskuntaryhma;2017.0;2017-11-29 00:00:00;0.0;Toinen käsittely;HE 136/2017 vp
31486;712562;39191;Sosialidemokraattinen eduskuntaryhmä;32;0;0;3;35;eduskuntaryhma;2017.0;2017-11-29 00:00:00;0.0;Toinen käsittely;HE 136/2017 vp
31487;712563;39191;Sininen eduskuntaryhmä;18;0;0;0;18;eduskuntaryhma;2017.0;2017-11-29 00:00:00;0.0;Toinen käsittely;HE 136/2017 vp
31488;712564;39191;Perussuomalaisten eduskuntaryhmä;16;0;0;1;17;eduskuntaryhma;2017.0;2017-11-29 00:00:00;0.0;Toinen käsittely;HE 136/2017 vp
31489;712565;39191;Vihreä eduskuntaryhmä;12;0;0;3;15;eduskuntaryhma;2017.0;2017-11-29 00:00:00;0.0;Toinen käsittely;HE 136/2017 vp
31490;712566;39191;Vasemmistoliiton eduskuntaryhmä;0;12;0;0;12;eduskuntaryhma;2017.0;2017-11-29 00:00:00;0.0;Toinen käsittely;HE 136/2017 vp
31491;712567;39191;Ruotsalainen eduskuntaryhmä;7;0;0;3;10;eduskuntaryhma;2017.0;2017-11-29 00:00:00;0.0;Toinen käsittely;HE 136/2017 vp
31492;712568;39191;Kristillisdemokraattinen eduskuntaryhmä;4;0;0;1;5;eduskuntaryhma;2017.0;2017-11-29 00:00:00;0.0;Toinen käsittely;HE 136/2017 vp
31493;712569;39191;Hallitusryhmät;95;0;0;10;105;hallitusoppositio;2017.0;2017-11-29 00:00:00;0.0;Toinen käsittely;HE 136/2017 vp
31494;712570;39191;Oppositioryhmät;71;12;0;11;94;hallitusoppositio;2017.0;2017-11-29 00:00:00;0.0;Toinen käsittely;HE 136/2017 vp
31990;713756;39237;Keskustan eduskuntaryhmä;48;0;0;1;49;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely, ainoa käsittely;HE 138/2017 vp
31991;713757;39237;Kansallisen kokoomuksen eduskuntaryhmä;35;0;0;3;38;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely, ainoa käsittely;HE 138/2017 vp
31992;713758;39237;Sosialidemokraattinen eduskuntaryhmä;33;0;0;2;35;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely, ainoa käsittely;HE 138/2017 vp
31993;713759;39237;Sininen eduskuntaryhmä;16;0;0;2;18;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely, ainoa käsittely;HE 138/2017 vp
31994;713760;39237;Perussuomalaisten eduskuntaryhmä;0;15;0;2;17;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely, ainoa käsittely;HE 138/2017 vp
31995;713761;39237;Vihreä eduskuntaryhmä;14;0;0;1;15;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely, ainoa käsittely;HE 138/2017 vp
31996;713762;39237;Vasemmistoliiton eduskuntaryhmä;12;0;0;0;12;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely, ainoa käsittely;HE 138/2017 vp
31997;713763;39237;Ruotsalainen eduskuntaryhmä;5;2;0;3;10;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely, ainoa käsittely;HE 138/2017 vp
31998;713764;39237;Kristillisdemokraattinen eduskuntaryhmä;0;4;0;1;5;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely, ainoa käsittely;HE 138/2017 vp
31999;713765;39237;Hallitusryhmät;99;0;0;6;105;hallitusoppositio;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely, ainoa käsittely;HE 138/2017 vp
32000;713766;39237;Oppositioryhmät;64;21;0;9;94;hallitusoppositio;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely, ainoa käsittely;HE 138/2017 vp
32012;713808;39239;Keskustan eduskuntaryhmä;48;0;0;1;49;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely, ainoa käsittely;HE 138/2017 vp
32013;713809;39239;Kansallisen kokoomuksen eduskuntaryhmä;35;0;0;3;38;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely, ainoa käsittely;HE 138/2017 vp
32014;713810;39239;Sosialidemokraattinen eduskuntaryhmä;0;33;0;2;35;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely, ainoa käsittely;HE 138/2017 vp
32015;713811;39239;Sininen eduskuntaryhmä;16;0;0;2;18;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely, ainoa käsittely;HE 138/2017 vp
32016;713812;39239;Perussuomalaisten eduskuntaryhmä;0;15;0;2;17;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely, ainoa käsittely;HE 138/2017 vp
32017;713813;39239;Vihreä eduskuntaryhmä;0;14;0;1;15;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely, ainoa käsittely;HE 138/2017 vp
32018;713814;39239;Vasemmistoliiton eduskuntaryhmä;0;12;0;0;12;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely, ainoa käsittely;HE 138/2017 vp
32019;713815;39239;Ruotsalainen eduskuntaryhmä;0;7;0;3;10;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely, ainoa käsittely;HE 138/2017 vp
32020;713816;39239;Kristillisdemokraattinen eduskuntaryhmä;0;4;0;1;5;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely, ainoa käsittely;HE 138/2017 vp
32021;713817;39239;Hallitusryhmät;99;0;0;6;105;hallitusoppositio;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely, ainoa käsittely;HE 138/2017 vp
32022;713818;39239;Oppositioryhmät;0;85;0;9;94;hallitusoppositio;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely, ainoa käsittely;HE 138/2017 vp
32034;713860;39241;Keskustan eduskuntaryhmä;48;0;0;1;49;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely, ainoa käsittely;HE 138/2017 vp
32035;713861;39241;Kansallisen kokoomuksen eduskuntaryhmä;34;0;0;4;38;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely, ainoa käsittely;HE 138/2017 vp
32036;713862;39241;Sosialidemokraattinen eduskuntaryhmä;0;33;0;2;35;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely, ainoa käsittely;HE 138/2017 vp
32037;713863;39241;Sininen eduskuntaryhmä;16;0;0;2;18;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely, ainoa käsittely;HE 138/2017 vp
32038;713864;39241;Perussuomalaisten eduskuntaryhmä;14;1;0;2;17;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely, ainoa käsittely;HE 138/2017 vp
32039;713865;39241;Vihreä eduskuntaryhmä;0;14;0;1;15;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely, ainoa käsittely;HE 138/2017 vp
32040;713866;39241;Vasemmistoliiton eduskuntaryhmä;0;12;0;0;12;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely, ainoa käsittely;HE 138/2017 vp
32041;713867;39241;Ruotsalainen eduskuntaryhmä;4;1;0;5;10;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely, ainoa käsittely;HE 138/2017 vp
32042;713868;39241;Kristillisdemokraattinen eduskuntaryhmä;0;4;0;1;5;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely, ainoa käsittely;HE 138/2017 vp
32043;713869;39241;Hallitusryhmät;98;0;0;7;105;hallitusoppositio;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely, ainoa käsittely;HE 138/2017 vp
32044;713870;39241;Oppositioryhmät;18;65;0;11;94;hallitusoppositio;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely, ainoa käsittely;HE 138/2017 vp
32056;713912;39243;Keskustan eduskuntaryhmä;47;0;0;2;49;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely, ainoa käsittely;HE 138/2017 vp
32057;713913;39243;Kansallisen kokoomuksen eduskuntaryhmä;35;0;0;3;38;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely, ainoa käsittely;HE 138/2017 vp
32058;713914;39243;Sosialidemokraattinen eduskuntaryhmä;0;33;0;2;35;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely, ainoa käsittely;HE 138/2017 vp
32059;713915;39243;Sininen eduskuntaryhmä;16;0;0;2;18;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely, ainoa käsittely;HE 138/2017 vp
32060;713916;39243;Perussuomalaisten eduskuntaryhmä;15;0;0;2;17;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely, ainoa käsittely;HE 138/2017 vp
32061;713917;39243;Vihreä eduskuntaryhmä;0;14;0;1;15;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely, ainoa käsittely;HE 138/2017 vp
32062;713918;39243;Vasemmistoliiton eduskuntaryhmä;0;12;0;0;12;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely, ainoa käsittely;HE 138/2017 vp
32063;713919;39243;Ruotsalainen eduskuntaryhmä;7;0;0;3;10;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely, ainoa käsittely;HE 138/2017 vp
32064;713920;39243;Kristillisdemokraattinen eduskuntaryhmä;0;4;0;1;5;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely, ainoa käsittely;HE 138/2017 vp
32065;713921;39243;Hallitusryhmät;98;0;0;7;105;hallitusoppositio;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely, ainoa käsittely;HE 138/2017 vp
32066;713922;39243;Oppositioryhmät;22;63;0;9;94;hallitusoppositio;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely, ainoa käsittely;HE 138/2017 vp
32078;713964;39245;Keskustan eduskuntaryhmä;47;0;0;2;49;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely, ainoa käsittely;HE 138/2017 vp
32079;713965;39245;Kansallisen kokoomuksen eduskuntaryhmä;35;0;0;3;38;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely, ainoa käsittely;HE 138/2017 vp
32080;713966;39245;Sosialidemokraattinen eduskuntaryhmä;31;0;0;4;35;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely, ainoa käsittely;HE 138/2017 vp
