;Unnamed: 0;AanestysId;Ryhma;Jaa;Ei;Tyhjia;Poissa;Yhteensa;Tyyppi;IstuntoVPVuosi;IstuntoPvm;AanestysMitatoity;KohtaKasittelyVaihe;AanestysValtiopaivaasia
32081;713967;39245;Sininen eduskuntaryhmä;16;0;0;2;18;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely, ainoa käsittely;HE 138/2017 vp
32082;713968;39245;Perussuomalaisten eduskuntaryhmä;15;0;0;2;17;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely, ainoa käsittely;HE 138/2017 vp
32083;713969;39245;Vihreä eduskuntaryhmä;0;14;0;1;15;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely, ainoa käsittely;HE 138/2017 vp
32084;713970;39245;Vasemmistoliiton eduskuntaryhmä;0;12;0;0;12;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely, ainoa käsittely;HE 138/2017 vp
32085;713971;39245;Ruotsalainen eduskuntaryhmä;7;0;0;3;10;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely, ainoa käsittely;HE 138/2017 vp
32086;713972;39245;Kristillisdemokraattinen eduskuntaryhmä;4;0;0;1;5;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely, ainoa käsittely;HE 138/2017 vp
32087;713973;39245;Hallitusryhmät;98;0;0;7;105;hallitusoppositio;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely, ainoa käsittely;HE 138/2017 vp
32088;713974;39245;Oppositioryhmät;57;26;0;11;94;hallitusoppositio;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely, ainoa käsittely;HE 138/2017 vp
32100;714016;39247;Keskustan eduskuntaryhmä;48;0;0;1;49;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely, ainoa käsittely;HE 138/2017 vp
32101;714017;39247;Kansallisen kokoomuksen eduskuntaryhmä;35;0;0;3;38;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely, ainoa käsittely;HE 138/2017 vp
32102;714018;39247;Sosialidemokraattinen eduskuntaryhmä;30;1;0;4;35;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely, ainoa käsittely;HE 138/2017 vp
32103;714019;39247;Sininen eduskuntaryhmä;16;0;0;2;18;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely, ainoa käsittely;HE 138/2017 vp
32104;714020;39247;Perussuomalaisten eduskuntaryhmä;15;0;0;2;17;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely, ainoa käsittely;HE 138/2017 vp
32105;714021;39247;Vihreä eduskuntaryhmä;0;14;0;1;15;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely, ainoa käsittely;HE 138/2017 vp
32106;714022;39247;Vasemmistoliiton eduskuntaryhmä;0;11;0;1;12;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely, ainoa käsittely;HE 138/2017 vp
32107;714023;39247;Ruotsalainen eduskuntaryhmä;7;0;0;3;10;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely, ainoa käsittely;HE 138/2017 vp
32108;714024;39247;Kristillisdemokraattinen eduskuntaryhmä;4;0;0;1;5;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely, ainoa käsittely;HE 138/2017 vp
32109;714025;39247;Hallitusryhmät;99;0;0;6;105;hallitusoppositio;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely, ainoa käsittely;HE 138/2017 vp
32110;714026;39247;Oppositioryhmät;56;26;0;12;94;hallitusoppositio;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely, ainoa käsittely;HE 138/2017 vp
32122;714068;39249;Keskustan eduskuntaryhmä;48;0;0;1;49;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely, ainoa käsittely;HE 138/2017 vp
32123;714069;39249;Kansallisen kokoomuksen eduskuntaryhmä;34;0;0;4;38;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely, ainoa käsittely;HE 138/2017 vp
32124;714070;39249;Sosialidemokraattinen eduskuntaryhmä;0;32;0;3;35;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely, ainoa käsittely;HE 138/2017 vp
32125;714071;39249;Sininen eduskuntaryhmä;16;0;0;2;18;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely, ainoa käsittely;HE 138/2017 vp
32126;714072;39249;Perussuomalaisten eduskuntaryhmä;0;15;0;2;17;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely, ainoa käsittely;HE 138/2017 vp
32127;714073;39249;Vihreä eduskuntaryhmä;0;14;0;1;15;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely, ainoa käsittely;HE 138/2017 vp
32128;714074;39249;Vasemmistoliiton eduskuntaryhmä;0;12;0;0;12;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely, ainoa käsittely;HE 138/2017 vp
32129;714075;39249;Ruotsalainen eduskuntaryhmä;7;0;0;3;10;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely, ainoa käsittely;HE 138/2017 vp
32130;714076;39249;Kristillisdemokraattinen eduskuntaryhmä;0;4;0;1;5;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely, ainoa käsittely;HE 138/2017 vp
32131;714077;39249;Hallitusryhmät;98;0;0;7;105;hallitusoppositio;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely, ainoa käsittely;HE 138/2017 vp
32132;714078;39249;Oppositioryhmät;7;77;0;10;94;hallitusoppositio;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely, ainoa käsittely;HE 138/2017 vp
32144;714120;39251;Keskustan eduskuntaryhmä;47;0;0;2;49;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely, ainoa käsittely;HE 138/2017 vp
32145;714121;39251;Kansallisen kokoomuksen eduskuntaryhmä;35;0;0;3;38;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely, ainoa käsittely;HE 138/2017 vp
32146;714122;39251;Sosialidemokraattinen eduskuntaryhmä;0;33;0;2;35;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely, ainoa käsittely;HE 138/2017 vp
32147;714123;39251;Sininen eduskuntaryhmä;16;0;0;2;18;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely, ainoa käsittely;HE 138/2017 vp
32148;714124;39251;Perussuomalaisten eduskuntaryhmä;15;0;0;2;17;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely, ainoa käsittely;HE 138/2017 vp
32149;714125;39251;Vihreä eduskuntaryhmä;0;14;0;1;15;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely, ainoa käsittely;HE 138/2017 vp
32150;714126;39251;Vasemmistoliiton eduskuntaryhmä;0;12;0;0;12;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely, ainoa käsittely;HE 138/2017 vp
32151;714127;39251;Ruotsalainen eduskuntaryhmä;7;0;0;3;10;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely, ainoa käsittely;HE 138/2017 vp
32152;714128;39251;Kristillisdemokraattinen eduskuntaryhmä;0;4;0;1;5;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely, ainoa käsittely;HE 138/2017 vp
32153;714129;39251;Hallitusryhmät;98;0;0;7;105;hallitusoppositio;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely, ainoa käsittely;HE 138/2017 vp
32154;714130;39251;Oppositioryhmät;22;63;0;9;94;hallitusoppositio;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely, ainoa käsittely;HE 138/2017 vp
32166;714172;39253;Keskustan eduskuntaryhmä;48;0;0;1;49;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely;HE 99/2017 vp
32167;714173;39253;Kansallisen kokoomuksen eduskuntaryhmä;35;0;0;3;38;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely;HE 99/2017 vp
32168;714174;39253;Sosialidemokraattinen eduskuntaryhmä;0;33;0;2;35;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely;HE 99/2017 vp
32169;714175;39253;Sininen eduskuntaryhmä;16;0;0;2;18;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely;HE 99/2017 vp
32170;714176;39253;Perussuomalaisten eduskuntaryhmä;0;14;0;3;17;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely;HE 99/2017 vp
32171;714177;39253;Vihreä eduskuntaryhmä;0;14;0;1;15;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely;HE 99/2017 vp
32172;714178;39253;Vasemmistoliiton eduskuntaryhmä;0;12;0;0;12;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely;HE 99/2017 vp
32173;714179;39253;Ruotsalainen eduskuntaryhmä;0;7;0;3;10;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely;HE 99/2017 vp
32174;714180;39253;Kristillisdemokraattinen eduskuntaryhmä;0;4;0;1;5;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely;HE 99/2017 vp
32175;714181;39253;Hallitusryhmät;99;0;0;6;105;hallitusoppositio;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely;HE 99/2017 vp
32176;714182;39253;Oppositioryhmät;0;84;0;10;94;hallitusoppositio;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely;HE 99/2017 vp
32188;714224;39255;Keskustan eduskuntaryhmä;48;0;0;1;49;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely;HE 115/2017 vp
32189;714225;39255;Kansallisen kokoomuksen eduskuntaryhmä;35;0;0;3;38;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely;HE 115/2017 vp
32190;714226;39255;Sosialidemokraattinen eduskuntaryhmä;33;0;0;2;35;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely;HE 115/2017 vp
32191;714227;39255;Sininen eduskuntaryhmä;16;0;0;2;18;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely;HE 115/2017 vp
32192;714228;39255;Perussuomalaisten eduskuntaryhmä;0;14;0;3;17;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely;HE 115/2017 vp
32193;714229;39255;Vihreä eduskuntaryhmä;7;5;0;3;15;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely;HE 115/2017 vp
32194;714230;39255;Vasemmistoliiton eduskuntaryhmä;0;12;0;0;12;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely;HE 115/2017 vp
32195;714231;39255;Ruotsalainen eduskuntaryhmä;7;0;0;3;10;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely;HE 115/2017 vp
32196;714232;39255;Kristillisdemokraattinen eduskuntaryhmä;0;4;0;1;5;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely;HE 115/2017 vp
32197;714233;39255;Hallitusryhmät;99;0;0;6;105;hallitusoppositio;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely;HE 115/2017 vp
32198;714234;39255;Oppositioryhmät;47;35;0;12;94;hallitusoppositio;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely;HE 115/2017 vp
32210;714276;39257;Keskustan eduskuntaryhmä;48;0;0;1;49;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely;HE 160/2017 vp
32211;714277;39257;Kansallisen kokoomuksen eduskuntaryhmä;35;0;0;3;38;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely;HE 160/2017 vp
32212;714278;39257;Sosialidemokraattinen eduskuntaryhmä;33;0;0;2;35;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely;HE 160/2017 vp
32213;714279;39257;Sininen eduskuntaryhmä;16;0;0;2;18;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely;HE 160/2017 vp
32214;714280;39257;Perussuomalaisten eduskuntaryhmä;0;14;0;3;17;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely;HE 160/2017 vp
32215;714281;39257;Vihreä eduskuntaryhmä;14;0;0;1;15;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely;HE 160/2017 vp
32216;714282;39257;Vasemmistoliiton eduskuntaryhmä;11;0;0;1;12;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely;HE 160/2017 vp
32217;714283;39257;Ruotsalainen eduskuntaryhmä;0;6;0;4;10;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely;HE 160/2017 vp
32218;714284;39257;Kristillisdemokraattinen eduskuntaryhmä;0;4;0;1;5;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely;HE 160/2017 vp
32219;714285;39257;Hallitusryhmät;99;0;0;6;105;hallitusoppositio;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely;HE 160/2017 vp
32220;714286;39257;Oppositioryhmät;58;24;0;12;94;hallitusoppositio;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely;HE 160/2017 vp
32232;714328;39259;Keskustan eduskuntaryhmä;48;0;0;1;49;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely;HE 162/2017 vp
32233;714329;39259;Kansallisen kokoomuksen eduskuntaryhmä;35;0;0;3;38;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely;HE 162/2017 vp
32234;714330;39259;Sosialidemokraattinen eduskuntaryhmä;33;0;0;2;35;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely;HE 162/2017 vp
32235;714331;39259;Sininen eduskuntaryhmä;16;0;0;2;18;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely;HE 162/2017 vp
32236;714332;39259;Perussuomalaisten eduskuntaryhmä;0;14;0;3;17;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely;HE 162/2017 vp
32237;714333;39259;Vihreä eduskuntaryhmä;14;0;0;1;15;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely;HE 162/2017 vp
32238;714334;39259;Vasemmistoliiton eduskuntaryhmä;12;0;0;0;12;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely;HE 162/2017 vp
32239;714335;39259;Ruotsalainen eduskuntaryhmä;7;0;0;3;10;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely;HE 162/2017 vp
32240;714336;39259;Kristillisdemokraattinen eduskuntaryhmä;4;0;0;1;5;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely;HE 162/2017 vp
32241;714337;39259;Hallitusryhmät;99;0;0;6;105;hallitusoppositio;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely;HE 162/2017 vp
32242;714338;39259;Oppositioryhmät;70;14;0;10;94;hallitusoppositio;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely;HE 162/2017 vp
32254;714380;39261;Keskustan eduskuntaryhmä;48;0;0;1;49;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely;HE 162/2017 vp
32255;714381;39261;Kansallisen kokoomuksen eduskuntaryhmä;35;0;0;3;38;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely;HE 162/2017 vp
32256;714382;39261;Sosialidemokraattinen eduskuntaryhmä;33;0;0;2;35;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely;HE 162/2017 vp
32257;714383;39261;Sininen eduskuntaryhmä;16;0;0;2;18;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely;HE 162/2017 vp
32258;714384;39261;Perussuomalaisten eduskuntaryhmä;0;14;0;3;17;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely;HE 162/2017 vp
32259;714385;39261;Vihreä eduskuntaryhmä;0;14;0;1;15;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely;HE 162/2017 vp
32260;714386;39261;Vasemmistoliiton eduskuntaryhmä;12;0;0;0;12;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely;HE 162/2017 vp
32261;714387;39261;Ruotsalainen eduskuntaryhmä;7;0;0;3;10;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely;HE 162/2017 vp
32262;714388;39261;Kristillisdemokraattinen eduskuntaryhmä;0;4;0;1;5;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely;HE 162/2017 vp
32263;714389;39261;Hallitusryhmät;99;0;0;6;105;hallitusoppositio;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely;HE 162/2017 vp
32264;714390;39261;Oppositioryhmät;52;32;0;10;94;hallitusoppositio;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely;HE 162/2017 vp
32276;714432;39263;Keskustan eduskuntaryhmä;48;0;0;1;49;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely;HE 162/2017 vp
32277;714433;39263;Kansallisen kokoomuksen eduskuntaryhmä;35;0;0;3;38;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely;HE 162/2017 vp
32278;714434;39263;Sosialidemokraattinen eduskuntaryhmä;33;0;0;2;35;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely;HE 162/2017 vp
32279;714435;39263;Sininen eduskuntaryhmä;16;0;0;2;18;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely;HE 162/2017 vp
32280;714436;39263;Perussuomalaisten eduskuntaryhmä;0;14;0;3;17;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely;HE 162/2017 vp
32281;714437;39263;Vihreä eduskuntaryhmä;0;14;0;1;15;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely;HE 162/2017 vp
32282;714438;39263;Vasemmistoliiton eduskuntaryhmä;12;0;0;0;12;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely;HE 162/2017 vp
32283;714439;39263;Ruotsalainen eduskuntaryhmä;7;0;0;3;10;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely;HE 162/2017 vp
32284;714440;39263;Kristillisdemokraattinen eduskuntaryhmä;0;4;0;1;5;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely;HE 162/2017 vp
32285;714441;39263;Hallitusryhmät;99;0;0;6;105;hallitusoppositio;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely;HE 162/2017 vp
32286;714442;39263;Oppositioryhmät;52;32;0;10;94;hallitusoppositio;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely;HE 162/2017 vp
32298;714484;39265;Keskustan eduskuntaryhmä;48;0;0;1;49;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely;HE 162/2017 vp
32299;714485;39265;Kansallisen kokoomuksen eduskuntaryhmä;35;0;0;3;38;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely;HE 162/2017 vp
32300;714486;39265;Sosialidemokraattinen eduskuntaryhmä;33;0;0;2;35;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely;HE 162/2017 vp
32301;714487;39265;Sininen eduskuntaryhmä;16;0;0;2;18;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely;HE 162/2017 vp
32302;714488;39265;Perussuomalaisten eduskuntaryhmä;0;14;0;3;17;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely;HE 162/2017 vp
32303;714489;39265;Vihreä eduskuntaryhmä;0;14;0;1;15;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely;HE 162/2017 vp
32304;714490;39265;Vasemmistoliiton eduskuntaryhmä;12;0;0;0;12;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely;HE 162/2017 vp
32305;714491;39265;Ruotsalainen eduskuntaryhmä;7;0;0;3;10;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely;HE 162/2017 vp
32306;714492;39265;Kristillisdemokraattinen eduskuntaryhmä;0;4;0;1;5;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely;HE 162/2017 vp
32307;714493;39265;Hallitusryhmät;99;0;0;6;105;hallitusoppositio;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely;HE 162/2017 vp
32308;714494;39265;Oppositioryhmät;52;32;0;10;94;hallitusoppositio;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely;HE 162/2017 vp
32320;714536;39267;Keskustan eduskuntaryhmä;48;0;0;1;49;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely;HE 162/2017 vp
32321;714537;39267;Kansallisen kokoomuksen eduskuntaryhmä;35;0;0;3;38;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely;HE 162/2017 vp
32322;714538;39267;Sosialidemokraattinen eduskuntaryhmä;33;0;0;2;35;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely;HE 162/2017 vp
32323;714539;39267;Sininen eduskuntaryhmä;16;0;0;2;18;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely;HE 162/2017 vp
32324;714540;39267;Perussuomalaisten eduskuntaryhmä;0;14;0;3;17;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely;HE 162/2017 vp
32325;714541;39267;Vihreä eduskuntaryhmä;0;14;0;1;15;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely;HE 162/2017 vp
32326;714542;39267;Vasemmistoliiton eduskuntaryhmä;12;0;0;0;12;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely;HE 162/2017 vp
32327;714543;39267;Ruotsalainen eduskuntaryhmä;7;0;0;3;10;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely;HE 162/2017 vp
32328;714544;39267;Kristillisdemokraattinen eduskuntaryhmä;0;4;0;1;5;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely;HE 162/2017 vp
32329;714545;39267;Hallitusryhmät;99;0;0;6;105;hallitusoppositio;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely;HE 162/2017 vp
32330;714546;39267;Oppositioryhmät;52;32;0;10;94;hallitusoppositio;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely;HE 162/2017 vp
32342;714588;39269;Keskustan eduskuntaryhmä;48;0;0;1;49;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely, ainoa käsittely;HE 123/2017 vp
32343;714589;39269;Kansallisen kokoomuksen eduskuntaryhmä;35;0;0;3;38;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely, ainoa käsittely;HE 123/2017 vp
32344;714590;39269;Sosialidemokraattinen eduskuntaryhmä;0;33;0;2;35;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely, ainoa käsittely;HE 123/2017 vp
32345;714591;39269;Sininen eduskuntaryhmä;16;0;0;2;18;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely, ainoa käsittely;HE 123/2017 vp
32346;714592;39269;Perussuomalaisten eduskuntaryhmä;0;14;0;3;17;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely, ainoa käsittely;HE 123/2017 vp
32347;714593;39269;Vihreä eduskuntaryhmä;0;14;0;1;15;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely, ainoa käsittely;HE 123/2017 vp
32348;714594;39269;Vasemmistoliiton eduskuntaryhmä;0;12;0;0;12;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely, ainoa käsittely;HE 123/2017 vp
32349;714595;39269;Ruotsalainen eduskuntaryhmä;7;0;0;3;10;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely, ainoa käsittely;HE 123/2017 vp
32350;714596;39269;Kristillisdemokraattinen eduskuntaryhmä;0;4;0;1;5;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely, ainoa käsittely;HE 123/2017 vp
32351;714597;39269;Hallitusryhmät;99;0;0;6;105;hallitusoppositio;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely, ainoa käsittely;HE 123/2017 vp
32352;714598;39269;Oppositioryhmät;7;77;0;10;94;hallitusoppositio;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely, ainoa käsittely;HE 123/2017 vp
32364;714640;39271;Keskustan eduskuntaryhmä;48;0;0;1;49;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely, ainoa käsittely;HE 123/2017 vp
32365;714641;39271;Kansallisen kokoomuksen eduskuntaryhmä;34;0;0;4;38;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely, ainoa käsittely;HE 123/2017 vp
32366;714642;39271;Sosialidemokraattinen eduskuntaryhmä;0;33;0;2;35;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely, ainoa käsittely;HE 123/2017 vp
32367;714643;39271;Sininen eduskuntaryhmä;16;0;0;2;18;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely, ainoa käsittely;HE 123/2017 vp
32368;714644;39271;Perussuomalaisten eduskuntaryhmä;0;14;0;3;17;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely, ainoa käsittely;HE 123/2017 vp
32369;714645;39271;Vihreä eduskuntaryhmä;0;14;0;1;15;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely, ainoa käsittely;HE 123/2017 vp
32370;714646;39271;Vasemmistoliiton eduskuntaryhmä;0;12;0;0;12;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely, ainoa käsittely;HE 123/2017 vp
32371;714647;39271;Ruotsalainen eduskuntaryhmä;7;0;0;3;10;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely, ainoa käsittely;HE 123/2017 vp
32372;714648;39271;Kristillisdemokraattinen eduskuntaryhmä;0;4;0;1;5;eduskuntaryhma;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely, ainoa käsittely;HE 123/2017 vp
32373;714649;39271;Hallitusryhmät;98;0;0;7;105;hallitusoppositio;2017.0;2017-12-08 00:00:00;0.0;Toinen käsittely, ainoa käsittely;HE 123/2017 vp
